,v,v_err,i,i_err,vi,vi_err,x,y
0,17.389,0.0017,16.575,0.0018,0.814,0.0025,1594.694,758.202
1,17.721,0.002,17.0,0.0022,0.721,0.003,1631.198,717.16
2,17.716,0.002,16.967,0.0021,0.749,0.0029,1626.267,819.132
3,19.098,0.0038,18.345,0.0041,0.753,0.0056,1655.048,731.833
4,18.973,0.0036,18.225,0.0038,0.748,0.0052,1654.575,844.867
5,17.974,0.0023,17.249,0.0024,0.725,0.0033,1677.174,579.123
6,19.437,0.0045,18.616,0.0046,0.821,0.0064,1679.349,585.81
7,17.629,0.001,16.891,0.005,0.738,0.0051,1677.089,779.982
8,19.196,0.025,18.371,0.019,0.825,0.0314,1749.633,603.715
10,18.835,0.019,18.076,0.01,0.759,0.0215,1739.244,796.886
11,19.38,0.006,18.565,0.009,0.815,0.0108,1762.62,920.387
12,18.668,0.008,17.908,0.007,0.76,0.0106,1783.815,707.491
13,17.779,0.0021,17.058,0.0022,0.721,0.0031,1804.045,340.144
14,18.939,0.006,18.162,0.006,0.777,0.0085,1795.072,855.13
15,18.932,0.009,18.156,0.011,0.776,0.0142,1805.274,894.084
16,16.01,0.0042,15.066,0.004,0.944,0.0058,1789.617,984.883
17,19.208,0.027,18.45,0.014,0.758,0.0304,1825.767,421.031
18,19.427,0.019,18.648,0.008,0.779,0.0206,1846.831,581.142
19,18.411,0.008,17.681,0.004,0.73,0.0089,1850.929,657.429
20,18.936,0.021,18.16,0.007,0.776,0.0221,1843.339,763.862
21,19.277,0.019,18.488,0.004,0.789,0.0194,1868.88,458.265
22,18.717,0.014,17.94,0.008,0.777,0.0161,1872.301,743.431
23,18.443,0.011,17.71,0.005,0.733,0.0121,1877.026,808.154
24,18.871,0.001,18.089,0.006,0.782,0.0061,1864.378,868.729
25,17.981,0.002,17.236,0.005,0.745,0.0054,1864.662,916.054
26,19.339,0.01,18.542,0.006,0.797,0.0117,1864.513,936.277
27,17.605,0.022,16.861,0.002,0.744,0.0221,1906.655,427.561
28,18.347,0.012,17.608,0.002,0.739,0.0122,1894.99,648.137
29,19.194,0.02,18.404,0.003,0.79,0.0202,1917.127,709.069
30,18.153,0.011,17.414,0.01,0.739,0.0149,1937.202,718.558
31,18.573,0.004,17.817,0.011,0.756,0.0117,1951.383,742.953
32,18.9,0.009,18.128,0.003,0.772,0.0095,1976.802,851.419
33,18.283,0.005,17.551,0.009,0.732,0.0103,1970.04,950.791
34,17.792,0.0021,17.066,0.0023,0.726,0.0031,2008.992,257.971
36,18.742,0.011,17.974,0.006,0.768,0.0125,2011.869,716.121
37,18.836,0.016,18.073,0.009,0.763,0.0184,1990.637,883.145
38,19.206,0.006,18.399,0.011,0.807,0.0125,1992.493,864.59
39,18.662,0.018,17.928,0.014,0.734,0.0228,2014.842,559.506
40,18.041,0.002,17.291,0.009,0.75,0.0092,2032.687,695.432
41,19.057,0.014,18.289,0.005,0.768,0.0149,2036.17,753.879
42,17.977,0.008,17.257,0.015,0.72,0.017,2038.15,517.961
43,19.401,0.004,18.585,0.02,0.816,0.0204,2049.748,756.612
44,18.461,0.009,17.712,0.018,0.749,0.0201,2082.564,226.89
45,17.572,0.012,16.802,0.017,0.77,0.0208,2075.899,509.263
46,19.363,0.011,18.551,0.006,0.812,0.0125,2068.94,958.475
47,17.463,0.009,16.676,0.007,0.787,0.0114,2081.547,962.52
48,19.364,0.01,18.574,0.008,0.79,0.0128,2096.035,576.646
49,18.861,0.025,18.106,0.01,0.755,0.0269,2088.492,665.468
50,18.412,0.01,17.678,0.011,0.734,0.0149,2109.344,749.205
51,19.155,0.01,18.356,0.01,0.799,0.0141,2091.697,912.367
52,18.914,0.0035,18.171,0.012,0.743,0.0125,2122.183,412.138
55,19.159,0.005,18.382,0.01,0.777,0.0112,2113.914,788.157
56,18.617,0.018,17.85,0.014,0.767,0.0228,2115.714,981.605
57,18.506,0.007,17.739,0.006,0.767,0.0092,2121.617,966.942
58,18.575,0.003,17.823,0.0032,0.752,0.0044,2150.973,252.602
59,18.429,0.0028,17.681,0.003,0.748,0.0041,2187.559,313.166
60,17.562,0.005,16.798,0.013,0.764,0.0139,2182.511,363.311
61,18.707,0.021,17.98,0.029,0.727,0.0358,2184.145,485.279
62,18.556,0.007,17.829,0.015,0.727,0.0166,2192.381,590.849
63,17.263,0.02,16.433,0.012,0.83,0.0233,2201.632,624.43
64,18.685,0.0032,17.937,0.0034,0.748,0.0046,2222.494,241.434
65,17.535,0.014,16.757,0.023,0.778,0.0269,2226.851,318.158
66,18.021,0.012,17.292,0.004,0.729,0.0126,2221.567,946.852
67,17.136,0.007,16.27,0.007,0.866,0.0099,2260.283,460.68
68,16.367,0.0049,15.475,0.0049,0.892,0.0069,2253.734,580.046
69,19.093,0.013,18.321,0.014,0.772,0.0191,2254.111,696.253
70,17.455,0.0018,16.646,0.0019,0.809,0.0026,2270.763,313.76
71,18.895,0.009,18.109,0.019,0.786,0.021,2269.17,338.45
72,18.577,0.003,17.831,0.0032,0.746,0.0044,2265.688,434.977
73,18.35,0.012,17.625,0.006,0.725,0.0134,2283.997,470.541
74,19.272,0.008,18.485,0.015,0.787,0.017,2284.738,678.961
75,18.015,0.007,17.282,0.01,0.733,0.0122,2275.772,726.49
76,17.672,0.005,16.902,0.01,0.77,0.0112,2276.206,922.967
77,18.83,0.017,18.09,0.003,0.74,0.0173,2311.365,568.934
78,18.507,0.0029,17.748,0.0031,0.759,0.0043,2316.73,323.953
79,19.249,0.016,18.43,0.025,0.819,0.0297,2336.613,478.434
80,18.934,0.022,18.172,0.009,0.762,0.0238,2331.711,530.673
81,17.43,0.011,16.656,0.013,0.774,0.017,2335.864,556.978
82,18.999,0.022,18.25,0.012,0.749,0.0251,2316.85,573.275
83,19.132,0.017,18.366,0.01,0.766,0.0197,2337.486,589.146
84,17.684,0.002,16.909,0.0021,0.775,0.0029,2347.101,311.855
85,18.562,0.016,17.804,0.027,0.758,0.0314,2350.362,946.864
86,19.134,0.005,18.352,0.007,0.782,0.0086,2344.402,965.784
87,18.115,0.018,17.393,0.007,0.722,0.0193,2376.741,508.579
88,18.773,0.016,18.001,0.024,0.772,0.0288,2403.071,388.258
89,17.761,0.0,17.008,0.023,0.753,0.023,2404.081,408.007
90,17.983,0.014,17.25,0.01,0.733,0.0172,2391.88,773.525
91,19.366,0.021,18.572,0.012,0.794,0.0242,2410.567,822.325
92,19.445,0.004,18.63,0.017,0.815,0.0175,2423.307,415.122
93,18.813,0.0034,18.002,0.0035,0.811,0.0049,2449.454,380.991
94,19.088,0.023,18.298,0.022,0.79,0.0318,2449.702,592.974
95,18.181,0.003,17.458,0.002,0.723,0.0036,2453.667,599.301
96,17.341,0.0019,16.482,0.003,0.859,0.0036,2462.913,747.13
97,18.32,0.013,17.544,0.008,0.776,0.0153,2453.012,809.596
98,18.843,0.013,18.091,0.009,0.752,0.0158,2452.975,872.287
99,17.975,0.013,17.25,0.008,0.725,0.0153,2507.775,761.049
100,17.994,0.0023,17.248,0.0025,0.746,0.0034,2522.101,415.683
101,17.668,0.015,16.914,0.012,0.754,0.0192,2526.085,446.662
102,18.622,0.01,17.855,0.003,0.767,0.0104,2534.964,538.205
103,19.194,0.019,18.417,0.014,0.777,0.0236,2518.272,589.248
104,17.882,0.012,17.158,0.006,0.724,0.0134,2528.635,820.632
105,19.224,0.013,18.439,0.008,0.785,0.0153,2518.412,848.214
106,17.97,0.011,17.221,0.02,0.749,0.0228,2554.745,481.592
107,17.941,0.0023,17.226,0.0024,0.715,0.0033,2581.269,392.611
108,19.16,0.016,18.379,0.007,0.781,0.0175,2581.576,685.306
109,18.137,0.009,17.403,0.007,0.734,0.0114,2565.127,730.241
110,18.712,0.021,17.968,0.006,0.744,0.0218,2579.009,952.447
111,18.405,0.014,17.669,0.004,0.736,0.0146,2605.609,730.097
112,17.686,0.017,16.931,0.006,0.755,0.018,2593.761,755.941
113,18.205,0.01,17.446,0.004,0.759,0.0108,2645.574,979.179
114,18.05,0.0024,17.323,0.0026,0.727,0.0035,2665.67,474.938
115,18.067,0.0024,17.307,0.008,0.76,0.0084,2671.757,549.148
116,17.882,0.01,17.145,0.005,0.737,0.0112,2666.841,813.917
117,16.877,0.0063,15.995,0.0062,0.882,0.0089,2680.769,844.761
118,19.244,0.008,18.45,0.012,0.794,0.0144,2725.22,790.365
119,19.035,0.017,18.234,0.014,0.801,0.022,2773.452,617.979
120,18.5,0.0029,17.72,0.0031,0.78,0.0043,2812.942,530.763
122,18.974,0.018,18.187,0.005,0.787,0.0187,2812.703,778.223
123,18.112,0.0025,17.374,0.0026,0.738,0.0036,2846.833,522.207
124,18.77,0.024,17.976,0.001,0.794,0.024,2842.67,637.223
125,17.442,0.018,16.626,0.007,0.816,0.0193,2851.964,625.099
126,18.837,0.015,18.049,0.003,0.788,0.0153,2866.379,714.012
127,18.664,0.004,17.907,0.011,0.757,0.0117,2881.536,753.75
128,17.975,0.007,17.244,0.014,0.731,0.0157,2880.714,909.452
129,18.05,0.0024,17.312,0.0026,0.738,0.0035,2892.981,576.546
130,18.347,0.003,17.603,0.005,0.744,0.0058,2912.231,665.351
131,18.488,0.02,17.736,0.004,0.752,0.0204,2908.093,817.377
132,17.882,0.018,17.162,0.009,0.72,0.0201,2905.936,934.515
133,18.674,0.003,17.923,0.017,0.751,0.0173,2909.002,941.99
134,19.385,0.0044,18.555,0.0045,0.83,0.0063,2917.495,618.908
135,17.516,0.002,16.863,0.003,0.653,0.0036,2935.18,735.588
136,18.95,0.012,18.169,0.006,0.781,0.0134,2965.825,743.083
137,19.154,0.021,18.368,0.014,0.786,0.0252,2993.824,802.197
138,19.191,0.001,18.431,0.016,0.76,0.016,2997.552,878.877
139,17.363,0.007,16.544,0.003,0.819,0.0076,3046.552,807.1
140,17.999,0.018,17.277,0.006,0.722,0.019,3042.843,875.772
141,15.479,0.0033,14.536,0.0032,0.943,0.0046,3048.682,952.344
142,19.402,0.0045,18.608,0.0047,0.794,0.0065,3070.477,702.611
143,19.272,0.007,18.489,0.007,0.783,0.0099,3082.981,923.43
144,18.518,0.007,17.775,0.011,0.743,0.013,3075.483,984.087
145,18.888,0.015,18.131,0.01,0.757,0.018,3107.236,874.928
146,18.074,0.005,17.353,0.008,0.721,0.0094,3100.442,901.474
148,18.48,0.004,17.74,0.01,0.74,0.0108,3128.079,867.303
149,16.948,0.0065,16.057,0.0065,0.891,0.0092,3137.307,957.467
150,18.694,0.0032,17.925,0.0034,0.769,0.0047,3178.805,705.021
151,18.987,0.004,18.142,0.009,0.845,0.0098,3171.329,899.315
152,17.659,0.007,16.918,0.012,0.741,0.0139,3170.075,934.831
153,19.195,0.0041,18.392,0.0042,0.803,0.0059,3194.597,730.476
154,16.996,0.0067,16.119,0.0067,0.877,0.0095,3198.875,983.513
155,19.251,0.006,18.462,0.018,0.789,0.019,3223.249,857.15
156,19.29,0.011,18.483,0.008,0.807,0.0136,3241.838,969.988
157,18.916,0.012,18.149,0.012,0.767,0.017,3250.591,986.488
158,19.424,0.0045,18.611,0.0047,0.813,0.0065,3276.232,796.733
159,17.408,0.012,16.622,0.004,0.786,0.0126,3265.431,952.611
160,17.751,0.0021,17.023,0.0023,0.728,0.0031,3310.923,790.864
161,16.051,0.0043,15.253,0.0045,0.798,0.0062,3306.819,921.276
162,19.229,0.0042,18.441,0.0043,0.788,0.006,3331.435,760.27
163,17.989,0.0023,17.268,0.0025,0.721,0.0034,3318.615,790.897
164,18.826,0.0035,18.059,0.0036,0.767,0.005,3347.738,827.801
165,18.673,0.001,17.915,0.007,0.758,0.0071,3353.379,937.946
166,17.635,0.008,16.895,0.001,0.74,0.0081,3370.084,887.928
167,18.64,0.013,17.892,0.004,0.748,0.0136,3380.562,946.834
168,18.2,0.017,17.482,0.011,0.718,0.0202,3369.195,981.522
169,18.534,0.003,17.791,0.0032,0.743,0.0044,3411.839,853.311
170,17.207,0.0074,16.336,0.0016,0.871,0.0076,3416.005,904.53
171,19.189,0.007,18.418,0.002,0.771,0.0073,3514.683,970.269
172,18.977,0.008,18.226,0.002,0.751,0.0082,3530.231,970.653
173,19.332,0.0044,18.532,0.0045,0.8,0.0063,3547.615,932.638
174,18.422,0.003,17.704,0.019,0.718,0.0192,3551.785,968.14
175,18.819,0.0035,18.08,0.0037,0.739,0.0051,3709.216,973.382
176,18.372,0.0028,17.662,0.003,0.71,0.0041,3720.663,967.062
177,17.058,0.0015,16.14,0.0015,0.918,0.0021,1200.61,1713.974
178,19.098,0.0038,18.28,0.0039,0.818,0.0054,1196.449,1871.791
179,19.037,0.021,18.255,0.015,0.782,0.0258,1198.385,1918.701
180,18.917,0.0035,18.145,0.0037,0.772,0.0051,1216.71,1668.26
181,18.019,0.0023,17.272,0.0024,0.747,0.0034,1215.511,1729.39
183,18.436,0.022,17.679,0.012,0.757,0.0251,1228.649,1904.552
184,18.742,0.0032,17.973,0.0034,0.769,0.0047,1249.779,1604.521
185,19.059,0.009,18.285,0.009,0.774,0.0127,1246.334,1931.878
186,19.252,0.017,18.46,0.001,0.792,0.017,1247.084,1939.01
187,18.873,0.0034,18.104,0.0036,0.769,0.005,1276.701,1537.056
188,18.581,0.033,17.814,0.014,0.767,0.0358,1305.443,1662.923
189,18.959,0.013,18.193,0.022,0.766,0.0256,1296.338,1737.163
190,18.674,0.018,17.895,0.017,0.779,0.0248,1309.126,1720.276
191,17.992,0.023,17.214,0.022,0.778,0.0318,1331.001,1601.312
192,18.491,0.001,17.732,0.012,0.759,0.012,1330.678,1692.384
193,18.621,0.023,17.839,0.017,0.782,0.0286,1334.239,1718.177
194,18.931,0.0035,18.165,0.0037,0.766,0.0051,1371.914,1288.901
195,18.957,0.006,18.184,0.019,0.773,0.0199,1370.722,1783.137
196,19.231,0.008,18.451,0.016,0.78,0.0179,1370.227,1802.625
197,19.123,0.014,18.351,0.025,0.772,0.0287,1380.408,1984.153
198,17.82,0.0021,17.038,0.0022,0.782,0.0031,1412.97,1372.492
200,19.177,0.012,18.392,0.012,0.785,0.017,1402.562,1658.09
201,18.976,0.016,18.213,0.013,0.763,0.0206,1394.354,1896.398
202,18.364,0.0027,17.63,0.0029,0.734,0.004,1430.987,1207.252
203,18.043,0.0023,17.307,0.0025,0.736,0.0034,1430.054,1238.559
204,18.688,0.006,17.902,0.012,0.786,0.0134,1422.487,1496.953
205,18.731,0.017,17.958,0.018,0.773,0.0248,1421.117,1803.819
206,19.078,0.01,18.303,0.021,0.775,0.0233,1429.645,1791.511
207,19.228,0.002,18.423,0.004,0.805,0.0045,1461.882,1459.224
208,17.864,0.012,17.083,0.007,0.781,0.0139,1446.24,1489.546
209,18.886,0.002,18.12,0.008,0.766,0.0082,1453.927,1634.178
210,17.664,0.008,16.905,0.014,0.759,0.0161,1453.116,1821.25
211,19.002,0.012,18.237,0.015,0.765,0.0192,1459.96,1893.994
212,18.985,0.014,18.175,0.011,0.81,0.0178,1440.689,1969.404
213,18.83,0.008,18.085,0.011,0.745,0.0136,1448.524,1973.939
214,18.987,0.0036,18.173,0.0037,0.814,0.0052,1470.002,1054.484
215,18.809,0.013,18.035,0.023,0.774,0.0264,1466.847,1548.905
216,19.234,0.013,18.412,0.005,0.822,0.0139,1485.744,1597.389
217,18.113,0.008,17.37,0.007,0.743,0.0106,1476.414,1642.343
218,18.545,0.008,17.795,0.017,0.75,0.0188,1471.641,1768.753
219,18.931,0.0035,18.141,0.0037,0.79,0.0051,1505.288,1001.753
220,18.368,0.003,17.621,0.019,0.747,0.0192,1489.255,1324.906
221,19.179,0.016,18.382,0.018,0.797,0.0241,1489.168,1703.875
222,18.641,0.011,17.901,0.011,0.74,0.0156,1504.934,1893.675
223,19.098,0.0038,18.306,0.004,0.792,0.0055,1525.48,998.345
224,19.325,0.015,18.529,0.024,0.796,0.0283,1528.323,1314.433
225,18.521,0.013,17.775,0.011,0.746,0.017,1519.651,1766.205
226,18.237,0.006,17.502,0.007,0.735,0.0092,1536.222,1934.387
227,18.972,0.012,18.203,0.008,0.769,0.0144,1558.416,1133.855
228,17.347,0.018,16.517,0.0,0.83,0.018,1547.739,1161.643
229,19.173,0.007,18.39,0.013,0.783,0.0148,1545.223,1257.188
230,18.663,0.008,17.905,0.016,0.758,0.0179,1546.542,1649.951
231,17.946,0.006,17.217,0.001,0.729,0.0061,1586.856,1102.667
232,19.081,0.007,18.291,0.006,0.79,0.0092,1583.142,1362.57
233,17.865,0.005,17.115,0.012,0.75,0.013,1572.132,1783.129
234,17.585,0.01,16.819,0.013,0.766,0.0164,1605.745,1157.868
235,19.218,0.027,18.448,0.007,0.77,0.0279,1594.522,1248.302
236,18.438,0.011,17.646,0.005,0.792,0.0121,1603.184,1859.275
237,18.188,0.011,17.455,0.004,0.733,0.0117,1604.979,1862.221
238,17.771,0.006,17.022,0.015,0.749,0.0162,1637.206,1070.615
239,18.265,0.01,17.525,0.012,0.74,0.0156,1633.754,1336.136
240,18.571,0.005,17.809,0.01,0.762,0.0112,1625.893,1433.61
241,19.205,0.008,18.424,0.014,0.781,0.0161,1630.855,1515.924
242,19.037,0.005,18.267,0.013,0.77,0.0139,1624.018,1597.112
243,17.848,0.005,17.102,0.007,0.746,0.0086,1634.875,1611.862
244,18.965,0.009,18.201,0.014,0.764,0.0166,1613.683,1772.106
245,18.441,0.005,17.692,0.013,0.749,0.0139,1628.383,1837.121
246,19.434,0.009,18.622,0.01,0.812,0.0135,1644.373,1634.647
247,19.096,0.01,18.28,0.007,0.816,0.0122,1645.981,1684.247
248,18.157,0.005,17.426,0.003,0.731,0.0058,1686.437,1083.905
249,18.836,0.008,18.025,0.012,0.811,0.0144,1683.76,1219.479
250,19.404,0.008,18.609,0.01,0.795,0.0128,1686.597,1303.583
251,19.286,0.014,18.481,0.002,0.805,0.0141,1674.607,1777.906
252,17.974,0.005,17.237,0.011,0.737,0.0121,1678.363,1969.701
253,19.229,0.008,18.433,0.012,0.796,0.0144,1695.347,1173.616
254,18.871,0.01,18.1,0.009,0.771,0.0135,1701.687,1376.828
255,17.44,0.018,16.615,0.002,0.825,0.0181,1710.238,1448.471
256,19.235,0.005,18.438,0.012,0.797,0.013,1701.626,1673.813
257,18.933,0.011,18.169,0.009,0.764,0.0142,1712.622,1687.55
258,19.178,0.005,18.391,0.006,0.787,0.0078,1736.721,1261.17
259,19.193,0.007,18.413,0.011,0.78,0.013,1715.266,1395.428
260,18.612,0.005,17.861,0.01,0.751,0.0112,1716.677,1441.74
261,18.974,0.007,18.194,0.004,0.78,0.0081,1746.678,1401.804
262,18.366,0.006,17.633,0.005,0.733,0.0078,1755.004,1755.988
263,19.196,0.005,18.341,0.012,0.855,0.013,1747.462,1936.06
264,19.431,0.007,18.635,0.005,0.796,0.0086,1740.4,1951.357
265,17.604,0.008,16.852,0.012,0.752,0.0144,1753.983,1942.078
266,18.484,0.01,17.763,0.008,0.721,0.0128,1758.332,1953.188
267,19.163,0.007,18.375,0.005,0.788,0.0086,1783.84,1272.894
268,19.151,0.004,18.37,0.008,0.781,0.0089,1785.017,1379.282
269,18.07,0.015,17.315,0.006,0.755,0.0162,1774.589,1550.075
270,19.403,0.006,18.597,0.006,0.806,0.0085,1775.509,1652.414
271,18.38,0.013,17.638,0.007,0.742,0.0148,1782.09,1888.8
272,18.827,0.006,18.054,0.006,0.773,0.0085,1805.221,1298.965
273,18.844,0.006,18.069,0.008,0.775,0.01,1811.391,1533.389
274,19.304,0.007,18.497,0.009,0.807,0.0114,1799.511,1548.308
275,19.147,0.003,18.359,0.014,0.788,0.0143,1816.431,1235.972
276,18.933,0.005,18.153,0.002,0.78,0.0054,1815.781,1262.751
277,18.002,0.006,17.266,0.01,0.736,0.0117,1824.042,1635.039
278,19.241,0.006,18.45,0.007,0.791,0.0092,1830.319,1678.725
279,18.356,0.005,17.606,0.007,0.75,0.0086,1842.086,1053.662
280,16.896,0.0063,15.983,0.0061,0.913,0.0088,1860.741,1541.35
281,18.411,0.004,17.667,0.005,0.744,0.0064,1848.893,1550.124
282,18.081,0.008,17.395,0.009,0.686,0.012,1856.916,1657.319
283,17.865,0.005,17.146,0.006,0.719,0.0078,1842.109,1863.644
284,19.103,0.009,18.333,0.011,0.77,0.0142,1857.912,1972.129
285,19.291,0.004,18.492,0.011,0.799,0.0117,1870.818,1010.222
286,18.265,0.003,17.526,0.004,0.739,0.005,1876.909,1380.88
287,19.188,0.006,18.414,0.009,0.774,0.0108,1886.914,1558.695
288,18.637,0.011,17.872,0.005,0.765,0.0121,1880.584,1627.736
289,18.99,0.007,18.224,0.01,0.766,0.0122,1887.521,1750.016
290,18.511,0.009,17.778,0.014,0.733,0.0166,1879.75,1891.821
291,19.111,0.001,18.346,0.017,0.765,0.017,1885.596,1917.537
292,18.562,0.003,17.803,0.005,0.759,0.0058,1900.088,1059.584
293,17.284,0.001,16.404,0.004,0.88,0.0041,1903.773,1083.127
294,18.101,0.008,17.365,0.006,0.736,0.01,1906.63,1785.046
295,18.418,0.008,17.678,0.009,0.74,0.012,1922.132,1034.453
296,18.262,0.005,17.525,0.009,0.737,0.0103,1919.05,1654.012
297,17.946,0.007,17.193,0.01,0.753,0.0122,1914.174,1746.769
298,17.1,0.0069,16.235,0.0015,0.865,0.0071,1929.311,1818.557
299,18.332,0.008,17.586,0.008,0.746,0.0113,1939.147,1100.084
300,19.196,0.008,18.409,0.009,0.787,0.012,1960.971,1143.003
301,17.416,0.011,16.598,0.002,0.818,0.0112,1951.785,1401.71
302,18.097,0.004,17.361,0.002,0.736,0.0045,1954.12,1437.781
303,19.036,0.01,18.27,0.012,0.766,0.0156,1945.097,1695.711
304,18.991,0.004,18.225,0.014,0.766,0.0146,1956.293,1780.352
305,18.985,0.014,18.221,0.008,0.764,0.0161,1947.552,1791.607
306,18.234,0.006,17.528,0.014,0.706,0.0152,1955.512,1957.23
307,15.712,0.0036,14.747,0.0035,0.965,0.005,1978.799,1614.598
308,17.239,0.005,16.41,0.02,0.829,0.0206,2007.103,1071.307
309,18.801,0.004,18.047,0.006,0.754,0.0072,1996.114,1111.207
310,18.19,0.005,17.443,0.006,0.747,0.0078,2007.271,1449.064
311,18.846,0.01,18.099,0.003,0.747,0.0104,1988.015,1570.169
312,18.201,0.005,17.498,0.016,0.703,0.0168,2001.022,1946.972
313,19.204,0.007,18.405,0.003,0.799,0.0076,2036.321,1048.984
314,19.312,0.015,18.485,0.007,0.827,0.0166,2036.411,1584.988
315,19.302,0.017,18.446,0.01,0.856,0.0197,2036.966,1644.105
316,18.436,0.004,17.729,0.014,0.707,0.0146,2034.624,1724.813
317,18.287,0.007,17.563,0.012,0.724,0.0139,2022.008,1896.804
318,18.009,0.005,17.264,0.003,0.745,0.0058,2055.413,1159.779
319,18.672,0.007,17.911,0.007,0.761,0.0099,2044.965,1228.732
320,19.261,0.016,18.447,0.016,0.814,0.0226,2048.547,1312.307
321,18.35,0.021,17.584,0.008,0.766,0.0225,2048.508,1314.797
322,19.304,0.011,18.524,0.015,0.78,0.0186,2041.675,1839.85
323,17.689,0.013,17.04,0.016,0.649,0.0206,2046.09,1939.781
324,19.042,0.003,18.263,0.008,0.779,0.0085,2079.183,1043.534
325,17.675,0.009,16.906,0.003,0.769,0.0095,2064.551,1205.319
326,18.776,0.006,18.006,0.006,0.77,0.0085,2071.719,1272.253
327,19.001,0.007,18.214,0.01,0.787,0.0122,2075.571,1387.904
328,18.408,0.007,17.649,0.006,0.759,0.0092,2073.748,1424.564
329,16.607,0.0055,15.714,0.0054,0.893,0.0078,2073.523,1687.399
330,17.954,0.008,17.231,0.009,0.723,0.012,2080.033,1692.448
331,18.664,0.005,17.94,0.012,0.724,0.013,2074.254,1981.764
332,18.343,0.009,17.58,0.008,0.763,0.012,2109.5,1324.625
333,18.799,0.005,18.032,0.007,0.767,0.0086,2116.639,1254.836
334,19.395,0.016,18.587,0.004,0.808,0.0165,2114.637,1330.348
336,17.902,0.005,17.16,0.008,0.742,0.0094,2131.74,1788.922
337,17.942,0.007,17.219,0.01,0.723,0.0122,2119.333,1912.15
338,18.281,0.009,17.557,0.012,0.724,0.015,2123.262,1891.164
339,18.098,0.014,17.351,0.008,0.747,0.0161,2162.923,1009.37
340,18.205,0.008,17.457,0.003,0.748,0.0085,2142.991,1155.199
341,17.316,0.003,16.438,0.004,0.878,0.005,2155.101,1429.132
342,17.574,0.007,16.779,0.005,0.795,0.0086,2154.125,1505.42
343,18.767,0.007,18.014,0.009,0.753,0.0114,2160.361,1806.891
344,17.667,0.008,16.916,0.011,0.751,0.0136,2159.42,1828.024
345,17.052,0.0015,16.202,0.0068,0.85,0.007,2162.957,1925.166
346,18.687,0.004,17.918,0.006,0.769,0.0072,2169.172,1279.788
347,19.079,0.005,18.306,0.004,0.773,0.0064,2182.295,1692.17
348,17.03,0.0068,16.132,0.0066,0.898,0.0095,2174.596,1908.356
349,18.974,0.008,18.23,0.011,0.744,0.0136,2175.486,1971.862
350,19.32,0.006,18.509,0.01,0.811,0.0117,2195.583,1059.361
351,18.77,0.012,17.994,0.005,0.776,0.013,2203.614,1396.32
352,18.468,0.004,17.717,0.005,0.751,0.0064,2200.978,1676.643
353,17.525,0.006,16.738,0.008,0.787,0.01,2205.115,1807.002
354,18.773,0.007,18.031,0.009,0.742,0.0114,2235.214,1841.458
355,19.414,0.026,18.608,0.01,0.806,0.0279,2229.853,1863.853
356,18.75,0.004,17.992,0.004,0.758,0.0057,2250.025,1354.886
357,18.882,0.01,18.129,0.009,0.753,0.0135,2260.097,1931.779
358,18.17,0.015,17.52,0.012,0.65,0.0192,2240.678,1957.732
359,19.189,0.007,18.385,0.011,0.804,0.013,2268.09,1336.097
360,17.988,0.011,17.238,0.004,0.75,0.0117,2273.022,1520.215
361,19.183,0.003,18.398,0.008,0.785,0.0085,2280.678,1535.647
362,18.196,0.009,17.462,0.006,0.734,0.0108,2283.393,1611.613
363,18.443,0.005,17.705,0.007,0.738,0.0086,2285.287,1637.351
364,17.689,0.003,16.942,0.003,0.747,0.0042,2267.782,1658.514
365,18.772,0.01,18.011,0.002,0.761,0.0102,2281.685,1683.217
366,17.912,0.005,17.174,0.005,0.738,0.0071,2265.25,1824.015
367,19.099,0.005,18.33,0.009,0.769,0.0103,2278.145,1839.028
368,19.01,0.005,18.257,0.008,0.753,0.0094,2285.286,1900.903
369,17.817,0.004,17.073,0.006,0.744,0.0072,2305.56,991.72
370,18.844,0.004,18.077,0.007,0.767,0.0081,2291.137,1096.717
371,18.695,0.008,17.923,0.005,0.772,0.0094,2295.535,1230.889
372,17.901,0.003,17.135,0.002,0.766,0.0036,2302.102,1290.158
373,18.162,0.008,17.429,0.005,0.733,0.0094,2297.521,1392.6
374,18.365,0.006,17.631,0.004,0.734,0.0072,2308.842,1658.877
375,18.863,0.012,18.104,0.009,0.759,0.015,2295.887,1689.323
376,19.399,0.008,18.547,0.002,0.852,0.0082,2300.243,1728.474
377,18.016,0.005,17.276,0.004,0.74,0.0064,2327.215,1581.296
378,18.401,0.002,17.683,0.004,0.718,0.0045,2325.345,1886.025
379,19.235,0.005,18.437,0.01,0.798,0.0112,2342.572,1000.278
380,18.343,0.009,17.607,0.006,0.736,0.0108,2359.839,1001.465
381,19.352,0.008,18.539,0.007,0.813,0.0106,2356.071,1216.967
382,19.408,0.021,18.597,0.007,0.811,0.0221,2358.107,1244.013
383,19.353,0.007,18.56,0.007,0.793,0.0099,2359.137,1579.763
384,16.257,0.0047,15.34,0.0046,0.917,0.0066,2341.084,1641.287
385,17.987,0.007,17.261,0.005,0.726,0.0086,2346.307,1785.314
386,17.402,0.009,16.589,0.01,0.813,0.0135,2343.136,1806.008
387,18.095,0.011,17.354,0.007,0.741,0.013,2385.56,1055.195
388,18.813,0.009,18.043,0.01,0.77,0.0135,2383.319,1089.527
